Race Name,Distance,Street,Road,Paved,Asphalt,Path,Cycleway,Unpaved,State Road,Cobblestones,Unknown,Compacted Gravel,Off-grid (unknown),Singletrack,Access Road,Alpine,Net Gain,Lowest Elevation,Highest Elevation,Vertical Gain,Downhill
2018 Tour of Eftalia Hotels & Velo Alanya Stage 2,127.453,13.1,50,11.8,111,,3,,61,4.18,0.47,,0.353,,,,10,,283,1360,1350
2018 Tour of Eftalia Hotels & Velo Alanya Stage 3,129.31,1.85,33.7,1.87,124,,,,92.4,2.48,1.46,,1.36,,,,,2,215,770,770
2018 Tour of Estonia Stage 1,199,,,,,,,,,,,,,,,,,35,112,700,700
2018 Tour of Estonia Stage 2,175,,,,,,,,,,,,,,,,,36,69,1130,1130
2018 Tour of Fuzhou Stage 1,109.39,5.88,14.6,5.95,12.8,,,,0.11,,90.7,,88.8,,,,740,2,722,1980,1240
2018 Tour of Fuzhou Stage 2,118,,,,,,,,,,,,,,,,,4,30,1030,1030
2018 Tour of Fuzhou Stage 3,95.699,2.93,4.09,3.55,4.24,,,,0.779,,87.9,,87.9,,,,,,460,2810,2810
2018 Tour of Fuzhou Stage 5,135,,,,,,,,,,,,,,,,,27,71,4970,4970
2018 Tour of Guangxi Stage 1,109.29,1.59,8.49,2.75,12.6,,,,5.61,,93.9,,93.6,,,,,1,79,460,460
2018 Tour of Guangxi Stage 2,143.86,4.05,1.52,4.1,5.31,,,0.443,4.29,,134,,134,0.443,,,,3,47,820,820
2018 Tour of Guangxi Stage 3,130,,,,,,,,,,,,,,,,,68,123,1640,1640
2018 Tour of Guangxi Stage 4,151.54,1.45,1.13,1.28,5.89,,,,4.96,,144,,144,,,,410,75,497,4010,3600
2018 Tour of Guangxi Stage 5,218.135,2.01,4.5,3.3,4.62,,0.155,,2.47,,211,,209,,,,80,72,483,5220,5140
2018 Tour of Guangxi Stage 6,174,,,,,,,,,,,,,,,,,110,434,4330,4330
2018 Tour of Guangxi Women's WorldTour,147,,,,,,,,,,,,,,,,-10,110,442,4230,4240
2018 Tour of Hainan Stage 1,91.2,,,,,,,,,,91.2,,91.2,,,,,112,171,990,990
2018 Tour of Hainan Stage 2,136.377,0.177,1.2,0.492,0.888,,,,,,135,,135,,,,-70,,169,1340,1410
2018 Tour of Hainan Stage 3,231,,,,,,,,,,,,,,,,-50,,176,1540,1590
2018 Tour of Hainan Stage 4,146,,,,,,,,,,,,,,,,10,,71,1170,1160
2018 Tour of Hainan Stage 5,177,,,,,,,,,,,,,,,,,1,456,3630,3630
2018 Tour of Hainan Stage 6,192,,,,,,,,,,,,,,,,310,,784,5490,5180
2018 Tour of Hainan Stage 7,127.174,0.694,4.09,2.13,3.42,,,,1.39,,122,,121,,,,-300,3,450,2220,2520
2018 Tour of Hainan Stage 8,191.576,0.166,7.77,1.66,7.91,,,,1.64,,182,,182,,,,760,1,737,2280,1520
2018 Tour of Hainan Stage 9,185.2,3.29,1.88,5.09,1.03,,,,1.03,,179,,179,,,,10,,187,1690,1680
2018 Tour of Iran (Azarbaijan) Stage 1,149.17,1.06,3.31,0.175,41.6,,,0.5,38.8,,107,,106,,,,-200,1270,1524,580,780
2018 Tour of Iran (Azarbaijan) Stage 2,209.43,,2.53,2.24,203,,,,203,,3.93,,3.9,,,,-600,722,1847,1380,1980
2018 Tour of Iran (Azarbaijan) Stage 3,147,,1.2,0.251,125,,,,124,,21.8,,21.8,,,,790,829,1786,1710,920
2018 Tour of Iran (Azarbaijan) Stage 4,196.25,,8.88,0.202,191,,,,183,,4.37,,4.37,,,,170,1465,2097,1670,1500
2018 Tour of Iran (Azarbaijan) Stage 5,198.54,,4.29,,193,,,,191,3.09,3.25,,3.25,,,,320,1461,2097,1790,1470
2018 Tour of Iran (Azarbaijan) Stage 6,92.311,,3.53,,91.7,,,,88.1,,0.681,,0.681,,,,,1480,1598,970,970
2018 Tour of Japan Stage 1,2.62,,2.62,0.414,2.2,,,,,,,,,,,,,13,21,10,10
2018 Tour of Japan Stage 2,110.3,,64.4,74.5,35.9,,,,45.9,,,,,,,,40,58,242,1960,1920
2018 Tour of Japan Stage 3,123,,123,123,,,,4.95,,,,,,4.95,,,100,97,284,1540,1440
2018 Tour of Japan Stage 4,137.6,,73.3,5.88,132,,,,64.3,,,,,,,,40,62,238.9915997,1870,1830
2018 Tour of Japan Stage 5,121.08,,89.9,11.3,108,,,,29.3,,1.88,,1.88,,,,10,382,569,2280,2270
2018 Tour of Japan Stage 6,31.78,3.52,28,9.92,21.8,,,,0.26,,,,,,,,1450,490,1959,1680,230
2018 Tour of Japan Stage 7,120.902,100,16.6,0.266,20.6,,,,3.97,,100,,0.332,,,,250,62,385,3200,2950
2018 Tour of Japan Stage 8,108.76,,33.3,1.6,103,,1.22,,69.8,,4.44,,4.44,,,,-10,2,8,430,440
2018 Tour of Malopolska Stage 1,128,,,,,,,,,,,,,,,,10,232,469,1410,1400
2018 Tour of Malopolska Stage 2,101.558,30.4,65.8,17.7,83.9,,0.218,,5.14,,,,,,,,-150,582,869,1670,1820
2018 Tour of Malopolska Stage 3,155.575,1.06,148,0.921,153,0.27,3.71,0.27,2.15,0.18,0.397,,0.385,,,,360,311,1142,2270,1910
2018 Tour of Mediterranean Stage 1,195.969,0.135,2.12,0.357,195,,,,193,,0.714,,0.714,,,,-50,2,734,1080,1130
2018 Tour of Mediterranean Stage 2,121.25,1.3,43.2,12.5,104,,3.39,,68.8,,4.56,,4.56,,,,-30,2,324,730,760
2018 Tour of Mediterranean Stage 3,116.721,0.829,10.4,1.07,88.3,,0.692,,77.5,,27.3,,27.3,,,,,2,188,670,670
2018 Tour of Mersin Stage 1,115.674,0.234,59.2,0.51,112,,,,52.7,,3.54,,3.54,,,,40,1,962,2080,2040
2018 Tour of Mersin Stage 2,161.546,0.446,21.3,0.446,151,,,,129,,10.8,,10.8,,,,-320,2,627,1680,2000
2018 Tour of Mersin Stage 3,147.345,1.09,129,1.6,143,0.315,,0.315,15.2,,1.74,,1.74,,,,-20,3,1260,3460,3480
2018 Tour of Mersin Stage 4,127.02,1.42,37.5,1.42,88.5,,,,51,,37.1,,37.1,,,,-10,2,907,1580,1590
2018 Tour of Mesopotamia Stage 1,187.236,0.236,,0.511,187,,,,187,,0.174,,,,,,360,456,908,1060,700
2018 Tour of Mesopotamia Stage 2,103.739,,20.9,,103,,,,82.4,,0.439,,0.439,,,,400,483,1025,790,390
2018 Tour of Mesopotamia Stage 3,154.77,,30.7,0.103,153,,,,123,,1.07,,1.07,,,,-250,540,1082,1210,1460
2018 Tour of Mesopotamia Stage 4,179,,,0.86,178,,,,179,,,,,,,,-170,523,1186,1210,1380
2018 Tour of Norway Stage 1,185.304,1.28,104,4.6,181,,2.34,,77.5,,0.263,,0.184,,,,10,1,368,1970,1960
2018 Tour of Norway Stage 2,169,,,,,,,,,,,,,,,,-50,2,257,2230,2280
2018 Tour of Norway Stage 3,174.116,0.871,55.5,2.63,171,0.475,1.27,,116,,0.475,,,,,,30,1,150,1500,1470
2018 Tour of Norway Stage 4,225,,,,,,,,,,,,,,,,-20,138,533,1490,1510
2018 Tour of Norway Stage 5,150.56,4.93,66.3,0.459,145,1.2,8.79,3.39,67.7,,3.26,1.57,1.64,3.35,,,40,122,533,2340,2300
2018 Tour of Oman Stage 1,164,,,,,,,,,,,,,,,,-450,46,770,890,1340
2018 Tour of Oman Stage 2,169.884,0.144,55.5,12.7,154,,,,111,,3.24,,3.24,,,,-50,6,397,1840,1890
2018 Tour of Oman Stage 3,180.473,0.173,87.1,19.7,142,,,,75,,18.4,,18.2,,,,140,1,397,1760,1620
2018 Tour of Oman Stage 4,116.94,2.1,31.3,,114,,,,80.6,,3.03,,2.94,,,,-60,5,397,2510,2570
2018 Tour of Oman Stage 5,154,,,,,,,,,,,,,,,,820,411,1212,1940,1120
2018 Tour of Oman Stage 6,135.185,0.575,45,12.6,89.5,,,,56.5,,33,,33,,0.11,,10,,226,1490,1480
2018 Tour of Qinghai Lake Stage 1,168,,,,,,,,,,,,,,,,290,1974,2852,2120,1830
2018 Tour of Qinghai Lake Stage 10,117.12,,2.12,,2.12,,,,,,115,,115,,,,120,1365,1503,460,340
2018 Tour of Qinghai Lake Stage 11,113.047,0.375,9.91,0.292,31.7,,0.262,,21.8,,81.1,,80.7,,,,-10,1224,1235,190,200
2018 Tour of Qinghai Lake Stage 12,104.69,0.11,,0.11,1.58,,,,1.58,,103,,103,,,,50,1107,1196,460,410
2018 Tour of Qinghai Lake Stage 13,110.53,1.77,26.4,1.77,62.9,,4.16,,32.3,,45.9,,45.9,,,,-10,1887,1951,910,920
2018 Tour of Qinghai Lake Stage 2,118,,,,,,,,,,,,,,,,,2246,2288,470,470
2018 Tour of Qinghai Lake Stage 3,133,,,,,,,,,,,,,,,,-130,2192,3827,2230,2360
2018 Tour of Qinghai Lake Stage 4,101.397,0.148,0.649,0.148,14.3,,,,13.7,,86.9,,86.9,,,,400,2206,3778,2710,2310
2018 Tour of Qinghai Lake Stage 5,236.199,0.101,0.298,0.101,75.1,,,,74.8,,161,,161,,,,570,2648,3418,2070,1500
2018 Tour of Qinghai Lake Stage 6,59.02,2.17,5.35,2.48,4.57,,,,1.7,,52,,49.8,,,,1400,2721,4112,1940,540
2018 Tour of Qinghai Lake Stage 7,171.41,1.15,1.73,0.123,3.14,,,,1.53,,168,,167,,,,140,2745,3764,2070,1930
2018 Tour of Qinghai Lake Stage 8,,,,,,,,,,,,,,,,,,1474,3764,,
2018 Tour of Qinghai Lake Stage 9,174.92,0.388,0.432,1.69,19.3,,,,20.1,,154,,154,,,,20,1458,1561,500,480
2018 Tour of Quanzhou Bay Stage 1,82.907,8.79,2.73,8.9,3.12,0.125,,,0.462,,70.9,,70.8,,,,10,-2,21,360,350
2018 Tour of Quanzhou Bay Stage 2,109,,,,,,,,,,,,,,,,650,106,958,3690,3040
2018 Tour of Quanzhou Bay Stage 3,79.8,,,,,,,,,,79.8,,79.8,,,,,-1,12,10,10
2018 Tour of Slovaquie Prologue,1.835,1.25,,0.921,0.202,,0.585,,,0.718,,,,,,,,671,684,10,10
2018 Tour of Slovaquie Stage 1,162.258,0.322,134,,162,,0.236,0.182,27.7,,0.156,,,0.182,,,620,602,1326,2970,2350
2018 Tour of Slovaquie Stage 2,195.44,8.32,89.1,3.99,182,3.83,,5.04,92.2,,5.08,,1.99,0.694,,,-250,229,978,3040,3290
2018 Tour of Slovaquie Stage 3,177,,,,,,,,,,,,,,,,-110,138,773,1890,2000
2018 Tour of Slovaquie Stage 4,156,,,,,,,,,,,,,,,,-40,110,228,390,430
2018 Tour of Slovenia Stage 1,159.065,6.56,135,7.93,151,0.161,4.08,,12.7,,0.604,,0.564,,,,20,155,400,670,650
2018 Tour of Slovenia Stage 2,152,,,,,,,,,,,,,,,,-40,190,621,1700,1740
2018 Tour of Slovenia Stage 3,175,,,,,,,,,,,,,,,,10,199,729,2380,2370
2018 Tour of Slovenia Stage 4,155,,,,,,,,,,,,,,,,60,306,1394,2550,2490
2018 Tour of Slovenia Stage 5,21.458,,4.99,,21.3,,,,16.3,,0.168,,0.168,,,,-70,171,345,240,310
2018 Tour of Taihu Lake Prologue,5.91,,,,,,,,,,5.91,,5.91,,,,,4,6,10,10
2018 Tour of Taihu Lake Stage 1,85.7,,,,,,,,,,,,,,,,,,37,1000,1000
2018 Tour of Taihu Lake Stage 2,126.6,,80.5,18.7,83.9,,,,22,,24.1,,24.1,,,,50,5,207,1020,970
2018 Tour of Taihu Lake Stage 3,89.2,,46.7,,76.3,,,,29.7,,12.8,,12.8,,,,,1,11,100,100
2018 Tour of Taihu Lake Stage 4,96.73,,89.3,,89.3,,,,,,7.43,,7.43,,,,,,2,80,80
2018 Tour of Taihu Lake Stage 5,139.7,,48.9,,140,,,,90.8,,,,,,,,,,8,80,80
2018 Tour of Taihu Lake Stage 6,127.1,42.5,65.4,42.5,84.6,,,,19.2,,,,,,,,,,5,120,120
2018 Tour of Taihu Lake Stage 7,149.19,,108,,144,,,,35.9,,5.29,,5.29,,,,,,74,510,510
2018 Tour of Thailand Stage 1-1,20.682,0.375,,,19.7,,,,19.7,,0.982,,0.607,,,,,150,155,20,20
2018 Tour of Thailand Stage 1-2,39.969,0.394,5.77,4.04,35.4,,,,33.6,,0.599,,0.205,,,,,150,203,100,100
2018 Tour of Thailand Stage 1,208.77,1.8,123,60.3,146,0.821,0.291,0.821,82,,1.25,,0.858,,,,-20,,73,720,740
2018 Tour of Thailand Stage 2,167.15,1.45,56.7,40.6,127,,,,109,,0.113,,,,,,30,3,265,720,690
2018 Tour of Thailand Stage 3,177.07,,61.3,,175,,,,114,,1.77,,1.77,,,,710,5,778,1150,440
2018 Tour of Thailand Stage 4,181.537,0.183,119,26.5,155,,,,62.1,,0.254,,0.254,,,,-210,126,536,810,1020
2018 Tour of Thailand Stage 5,229.37,1.17,75.8,28.8,185,,,,137,,16.1,,15.4,,,,-30,135,180,410,440
2018 Tour of Thailand Stage 6,110.39,,4.39,2.78,108,,,,106,,,,,,,,,143,170,310,310
2018 Tour of The Alps Stage 1,136,,,,,,,,,,,,,,,,1070,89,1267,3700,2630
2018 Tour of The Alps Stage 2,146,,,,,,,,,,,,,,,,600,444,1750,3400,2800
2018 Tour of The Alps Stage 3,139,,,,,,,,,,,,,,,,60,214,1525,2600,2540
2018 Tour of The Alps Stage 4,134.225,1.86,49.8,1.66,127,0.565,1.41,0.102,75.1,,5.69,,5.49,0.152,,,150,522,1294,2230,2080
2018 Tour of The Alps Stage 5,164.68,4.96,124,13.9,150,0.336,1.79,,33.1,,0.512,0.228,0.494,,,,50,488,1045,3010,2960
2018 Tour of the Gila Stage 1,148.3,,31.3,10.8,137,,,,117,,,,,,,,230,1357,2077,1520,1290
2018 Tour of the Gila Stage 2,118.194,0.564,109,0.564,117,,,,8.63,,,,,,,,,1760,2277,1630,1630
2018 Tour of the Gila Stage 3,24.9,,,24.9,,,,,24.9,,,,,,,,,1734,1922,360,360
2018 Tour of the Gila Stage 4,68.9,14.7,54.2,14.7,54.2,,,,,,,,,,,,-10,1796,1807,700,710
2018 Tour of the Gila Stage 5,161.382,0.732,152,1.51,160,,,,8.65,,0.228,,,,,,270,1694,2279,2810,2540
2018 Tour of Uppsala Stage 1-1,46.9,,,,,,,,,,,,,,,,,20,39,30,30
2018 Tour of Uppsala Stage 1-2,80.7,,,,,,,,,,,,,,,,,8,35,570,570
2018 Tour of Uppsala Stage 2,131,,,,,,,,,,,,,,,,,5,37,980,980
2018 Tour of Xingtai Stage 1,125.81,,2.04,1.74,5.06,,,,4.77,,119,,119,,,,380,69,707,3610,3230
2018 Tour of Xingtai Stage 2,129.1,,11.9,5.53,111,,,,105,,12.2,,12.2,,,,70,67,518,1070,1000
2018 Tour of Xingtai Stage 3,177.87,1.07,10.9,3.58,32.3,,,,24.9,,142,,141,,,,-10,31,85,260,270
2018 Tour of Zhoushan Island Stage 1,85.33,0.9,5.23,0.747,4.48,,,,,,80.1,,79.2,,,,,1,60,2700,2700
2018 Tour of Zhoushan Island Stage 2,80.553,0.463,3.59,1.06,2.53,,,,,,77,,76.5,,,,,1,119,2970,2970
2018 Tour of Zhoushan Island Stage 3,85.354,0.754,5,1.39,3.62,,,,,,80.3,,79.6,,,,,1,54,2680,2680
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 1,196,3.56,190,8.69,187,,0.86,,1.58,,,,,,,,-40,1,113,1270,1310
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 2,190.19,4.87,178,13,178,,,,7.32,,,,,,,,80,12,176,1340,1260
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-1,98.201,0.261,97.7,0.66,97.6,,,,0.24,,,,,,,,,113,174,430,430
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 3-2,23.299,0.399,22.9,14,9.11,,,,,,0.156,,,,,,-40,100,190,150,190
2018 Tour Poitou-Charentes en Nouvelle Aquitaine Stage 4,158.48,9.75,140,15.4,134,,7.07,6.96,,,1.91,,1.66,,,,70,53,185,1070,1000
2018 Tre Valli Varesine,202.78,27.8,128,30.7,168,,13.7,0.229,32.1,,3.84,,1.18,,,,160,212,579,3180,3020
2018 Tro-Bro Leon,203,,,,,,,,,,,,,,,,20,,125,1410,1390
2018 Trofee Maarten Wynants,110.57,31.6,14.3,65.1,45.3,,56.9,,7.77,,,,,,,,,48,70,550,550
2018 Trofej Porec - Porec Trophy,149.456,0.356,91.9,1.15,148,,,,57.2,,,,,,,,100,5,177,1490,1390
2018 Trofej Umag - Umag Trophy,143.753,,2.3,,144,,,,141,,0.453,,0.453,,,,,2,188,1260,1260
2018 Trofeo Alfredo Binda - Comune di Cittiglio,131.38,9.48,97.9,9.58,122,,,,24,,,,,,,,-20,212,517,1980,2000
2018 Trofeo Citta di Brescia,124,,,,,,,,,,,,,,,,,138,199,1270,1270
2018 Trofeo Citta di Loano,124,,,,,,,,,,,,,,,,,3,519,1600,1600
2018 Trofeo Comune di Vertova - Memorial Pietro Merelli,80.562,3.51,43.6,0.896,73.6,,0.132,,27.4,,5.92,0.132,5.92,,,,,364,427,530,530
2018 Trofeo Da Moreno - Piccolo Trofeo Alfredo Binda,69.72,1.92,54.9,2.01,67.7,,,,12.9,,,,,,,,-20,212,426,850,870
2018 Trofeo Edil C,147.591,0.391,137,91.6,56.4,,,,10.2,,,,,,,,,108,216,1820,1820
2018 Trofeo Emilio Paganessi,135.854,1.06,89.7,0.45,134,,,,44.1,0.308,0.994,,0.994,,,,20,364,748,1680,1660
2018 Trofeo Laigueglia,202.96,8.1,116,19.7,181,,7.44,,68.9,,2.52,,2.52,,,,-10,1,480,3210,3220
2018 Trofeo Lloseta-Andratx,172.41,2.09,131,3.21,167,,1.46,,36.3,0.185,1.57,,1.56,,,,-40,1,585,2660,2700
2018 Trofeo Matteotti,192.4,6.51,181,,188,,,,,,4.89,,4.89,,,,,1,142,2620,2620
2018 Trofeo Playa de Palma,160,,,,,,,,,,,,,,,,,,375,1260,1260
2018 Trofeo Porreres-Felanitx-Ses Salines-Campos,176.84,5.35,147,2.78,173,,13.5,,9.39,,1.62,,1.6,,,,10,,177,1010,1000
2018 Trofeo Serra de Tramuntana,140.129,0.158,127,,140,,,,12.8,,0.171,,0.171,,,,140,9,881.9080384,2980,2840
2018 Trophee Centre Morbihan Stage 1,124.233,5.57,115,23.2,97.3,2.72,,2.72,,,0.943,,0.943,,,,-120,54,267,1340,1460
2018 Trophee Centre Morbihan Stage 2-1,7.25,,7.25,,7.25,,,,,,,,,,,,,80,117,80,80
2018 Trophee Centre Morbihan Stage 2-2,101.598,0.598,101,30.4,71.3,,,,,,,,,,,,-10,41,164,1100,1110
2018 Turkish Road National Championships - ITT,31.9,,31.9,,31.9,,,,,,,,,,,,,13,19,40,40
2018 Turkish Road National Championships,61.24,10.7,49.2,10.7,49.2,,,,,,1.34,,1.34,,,,,26,108,1160,1160
2018 Turul Romaniei Stage 1,154.923,0.735,114,0.642,152,,0.628,,37.7,0.148,1.86,,1.86,,,,220,214,501,1470,1250
2018 Turul Romaniei Stage 2,161.768,0.368,22.4,,162,,,,139,,,,,,,,170,369,1028,1310,1140
2018 Turul Romaniei Stage 3,175.535,0.11,,,176,,,,175,,0.535,,0.425,,,,-500,52,1165,1440,1940
2018 Turul Romaniei Stage 4,124.182,0.703,0.479,,125,,,,123,,,,,,,,190,89,291,380,190
2018 Turul Romaniei Stage 5,99.253,3.33,95.6,,99,0.323,,,,,0.323,,,,,,,84,88,140,140
2018 UAE Road Cycling Championships,65.518,,2.74,,65.3,,,,62.5,,0.346,,0.278,,,,-10,17,84,180,190
2018 UCI Road World Championships - ITT,27.96,2.54,16.6,2.07,24.9,1.14,1.47,0.934,6.21,,,,,,,,10,542,642,220,210
2018 UCI Road World Championships - TTT,62.668,1.2,22.5,0.178,61.8,,0.568,,38.4,,0.712,,,,,,-120,569,883,440,560
2018 UCI Road World Championships,132,,,,,,,,,,,,,,,,50,488,1028,2020,1970
2018 UEC European Championships - ITT,121,,,,,,,,,,,,,,,,10,212,383,220,210
2018 UEC European Championships,73.5,,,,,,,,,,,,,,,,,228,454,1750,1750
2018 USA Road National Championships - ITT,19.3,,19.3,,19.3,,,,,,,,,,,,,244,278,140,140
2018 USA Road National Championships,193.925,45,49.8,42.5,91,0.425,38.4,,,,60.3,,60.3,,,,,252,345,2610,2610
2018 V4 Special Series Debrecen - Ibrany,161,,,,,,,,,,,,,,,,-30,91,161,260,290
2018 Veenendaal-Veenendaal Classic,191,,,,,,,,,,,,,,,,,4,110,1150,1150
2018 Visegrad 4 Bicycle Race - GP Czech Republic,162.52,26.5,63,57.4,100,71.1,,,,2.15,2.59,,1.92,,,,10,191,276,1530,1520
2018 Visegrad 4 Bicycle Race Grand Prix Poland,182.071,29.5,149,38.3,140,0.381,,,,,3.65,,3.19,,,,-10,165,278,1710,1720
2018 Visegrad 4 Bicycle Race- GP Slovakia,158.725,0.185,152,,152,,,,,,6.72,,6.54,,,,-10,111,129,130,140
2018 Visegrad 4 Kerekparverseny,171,,,,,,,,,,,,,,,,30,132,467,1570,1540
2018 Volta a la Comunitat Valenciana Stage 1,191.727,0.807,74.1,4.9,174,1.98,8.84,1.3,94.5,0.147,11.5,,11.5,,,,,,789,1730,1730
2018 Volta a la Comunitat Valenciana Stage 2,153.059,1.12,94,11.7,140,0.912,6.47,0.912,50.4,,0.157,,0.157,,,,-90,7,713,2500,2590
2018 Volta a la Comunitat Valenciana Stage 3,23.416,0.616,22.8,2.12,21.3,,,,,,,,,,,,-120,2,179,230,350
2018 Volta a la Comunitat Valenciana Stage 4,183.88,2.44,125,8.24,168,,,,49.9,,6.91,,6.54,,,,780,11,1020,3060,2280
2018 Volta a la Comunitat Valenciana Stage 5,135,,,,,,,,,,,,,,,,-20,8,496,1060,1080
2018 Volta a Portugal em Bicicleta Santander Totta Prologue,1.97,0.235,0.75,,0.526,,,,,0.224,1.22,,0.87,,0.115,,10,,3,10,
2018 Volta a Portugal em Bicicleta Santander Totta Stage 1,193.294,0.128,60.8,0.106,193,,,,132,,0.366,,0.366,,,,20,6,285,1860,1840
2018 Volta a Portugal em Bicicleta Santander Totta Stage 10,17.616,1.4,16,2.11,15.1,,,,,0.156,0.216,,0.216,,,,40,216,396,380,340
2018 Volta a Portugal em Bicicleta Santander Totta Stage 2,194.939,5.47,60.9,6.84,187,,,0.355,128,,0.569,,0.569,,,,260,140,476,1680,1420
2018 Volta a Portugal em Bicicleta Santander Totta Stage 3,174.618,1.91,117,1.26,172,0.28,,0.28,54.8,0.53,0.628,,0.628,,,,130,153,980,3230,3100
2018 Volta a Portugal em Bicicleta Santander Totta Stage 4,140.632,4.66,39,1.3,134,0.372,,0.372,96.6,4.77,,,,,,,520,424,1492,3050,2530
2018 Volta a Portugal em Bicicleta Santander Totta Stage 5,193.001,4.16,30,4.26,188,,,,158,0.316,0.841,,0.841,,,,-350,438,886,2010,2360
2018 Volta a Portugal em Bicicleta Santander Totta Stage 6,168.15,1.85,14.3,8.28,159,,,,152,1.17,,,,,,,-70,53,879,2920,2990
2018 Volta a Portugal em Bicicleta Santander Totta Stage 7,167,,,,,,,,,,,,,,,,-840,-1,1077,2150,2990
2018 Volta a Portugal em Bicicleta Santander Totta Stage 8,150.772,1.81,63.7,0.739,148,,,,84.3,1.41,0.962,,0.962,,,,90,6,526,2290,2200
2018 Volta a Portugal em Bicicleta Santander Totta Stage 9,154.82,1.87,130,16,135,1.05,,1.05,21.9,2.25,,,,,,,560,135,1013,3710,3150
2018 Volta ao Alentejo Stage 1,172.841,2.08,47.3,3.72,168,0.672,,0.672,122,,0.882,,0.789,,,,60,75,365,1470,1410
2018 Volta ao Alentejo Stage 2,205.197,0.717,19.8,25.8,178,2.01,1.67,2.01,181,,,,,,,,-160,3,269,1620,1780
2018 Volta ao Alentejo Stage 3,149.217,0.741,33.9,1.45,146,,,,114,,0.576,1.98,0.576,,,,260,2,347,1320,1060
2018 Volta ao Alentejo Stage 4-1,64.14,1.49,59.3,4.9,59.3,,,,3.35,,,,,,,,170,257,867,1080,910
2018 Volta ao Alentejo Stage 4-2,8.15,,6.72,,8.15,,,,1.43,,,,,,,,10,516,715,210,200
2018 Volta ao Alentejo Stage 5,151.769,4.39,36.2,4.43,146,,,,111,0.797,0.384,,0.179,,,,-170,170,485,1380,1550
2018 Volta ao Algarve em Bicicleta Stage 1,191.119,,107,10.4,180,,,,83.6,,0.58,,0.519,,,,-40,2,348,1870,1910
2018 Volta ao Algarve em Bicicleta Stage 2,187,,,,,,,,,,,,,,,,860,,886,3320,2460
2018 Volta ao Algarve em Bicicleta Stage 3,20.047,0.3,19.1,3.28,16.1,,,,,,0.707,,0.647,,,,10,8,89,160,150
2018 Volta ao Algarve em Bicicleta Stage 4,199.036,1.17,99.3,13.4,185,0.102,0.483,0.102,97.5,,0.481,,0.481,,,,-280,2,388,1700,1980
2018 Volta ao Algarve em Bicicleta Stage 5,174.129,0.409,117,0.929,174,,1.72,,55,,,,,,,,480,6,532,2680,2200
2018 Volta Ciclista a Catalunya Stage 1,153,,,,,,,,,,,,,,,,10,,352,1690,1680
2018 Volta Ciclista a Catalunya Stage 2,176,,,,,,,,,,,,,,,,220,,751,2250,2030
2018 Volta Ciclista a Catalunya Stage 3,155,,,,,,,,,,,,,,,,860,85,1127,3020,2160
2018 Volta Ciclista a Catalunya Stage 4,171.847,0.537,97.4,6.31,150,1.31,,1.29,58.8,,14.3,,13.8,,,,770,476,1926,4220,3450
2018 Volta Ciclista a Catalunya Stage 5,211.116,0.686,12,2.16,207,,,,197,,1.43,,1.43,,,,-200,511,1715,3540,3740
2018 Volta Ciclista a Catalunya Stage 6,117.31,0.469,19.3,1.52,115,0.35,,,96.6,,0.591,,0.591,,,,-310,195,899,1270,1580
2018 Volta Ciclista a Catalunya Stage 7,156,,,,,,,,,,,,,,,,-30,1,286,2050,2080
2018 Volta Limburg Classic,197,,,,,,,,,,,,,,,,,48,285,2470,2470
2018 VOO-Tour de Wallonie Stage 1,187.43,8.73,120,30.1,149,,46.4,,12.3,8.23,,,,,,,30,19,168,1160,1130
2018 VOO-Tour de Wallonie Stage 2,163,,,,,,,,,,,,,,,,-60,77,262,1740,1800
2018 VOO-Tour de Wallonie Stage 3,170.698,3.94,120,16.5,153,,5.24,,40.7,,0.818,,0.818,,,,-10,99,561,2290,2300
2018 VOO-Tour de Wallonie Stage 4,157,,,,,,,,,,,,,,,,-260,53,692,1870,2130
2018 VOO-Tour de Wallonie Stage 5,183.47,10.4,135,17.2,166,,6.87,,31.2,0.459,,,,,,,-130,67,335,1910,2040
2018 VR Women ITT,28.6,,28.6,,28.6,,,,,,,,,,,,,98,111,60,60
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 1,199,,,,,,,,,,,,,,,,650,,1145,3430,2780
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 2,140.805,2.54,87,7.43,133,,1.69,,49.3,,0.335,,0.275,,,,210,394,1193,2580,2370
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 3,164.89,6.3,42.3,8.02,128,9.63,2.76,2.73,81.6,,23.4,2.42,22.3,,,,-460,170,799,2140,2600
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 4,191.01,2.98,119,6.37,176,2.29,,2.25,61.5,,7,,5.24,,,,190,14,1182,2970,2780
2018 Vuelta a Andalucia - Ruta Ciclista Del Sol Stage 5,13.972,,13.8,3.72,6.93,0.172,,2.79,,,,0.565,,,,,-10,2,142,150,160
2018 Vuelta a Burgos Stage 1,157,,,,,,,,,,,,,,,,30,588,1098,1530,1500
2018 Vuelta a Burgos Stage 2,162,,136,,162,,,,26,,,,,,,,-10,771,1190,1390,1400
